mechanism,C,E0,tau,k,q_n,q_B,V_B,Delta_m,V_B_over_2Dm_B,V_B_vs_cal_pct,has_metastability
A1,69.5193,6.1316,5.00,2.00,0.3927,0.1812,0.6456,3.1318,0.2496,-75.17,True
A1,69.5193,6.1316,10.00,0.00,,,,,,,False
A1,69.5193,6.1316,10.00,1.00,0.3355,0.1871,0.3305,3.5480,0.1278,-87.29,True
A1,69.5193,6.1316,10.00,2.00,0.3927,0.1509,1.6621,0.1321,0.6426,-36.07,True
A1,69.5193,6.1316,20.00,0.00,,,,,,,False
A1,69.5193,6.1316,20.00,1.00,0.3356,0.1563,0.9679,0.9645,0.3742,-62.77,True
A1,69.5193,6.1316,20.00,2.00,0.3927,0.0983,4.4557,-5.8675,1.7226,71.37,True
A1,100.0000,8.8200,0.50,0.00,,,,,,,False
A1,100.0000,8.8200,0.50,1.00,0.3314,0.2920,0.0006,8.6907,0.0002,-99.98,True
A1,100.0000,8.8200,0.50,2.00,0.3927,0.2605,0.0240,8.5200,0.0093,-99.08,True
A1,100.0000,8.8200,1.00,0.00,,,,,,,False
A1,100.0000,8.8200,1.00,1.00,0.3338,0.2716,0.0042,8.5615,0.0016,-99.84,True
A1,100.0000,8.8200,1.00,2.00,0.3927,0.2428,0.0632,8.2200,0.0244,-97.57,True
A1,100.0000,8.8200,2.00,0.00,,,,,,,False
A1,100.0000,8.8200,2.00,1.00,0.3348,0.2518,0.0174,8.3032,0.0067,-99.33,True
A1,100.0000,8.8200,2.00,2.00,0.3927,0.2235,0.1637,7.6201,0.0633,-93.70,True
A1,100.0000,8.8200,5.00,0.00,,,,,,,False
A1,100.0000,8.8200,5.00,1.00,0.3353,0.2241,0.0875,7.5281,0.0338,-96.64,True
A1,100.0000,8.8200,5.00,2.00,0.3927,0.1945,0.5676,5.8202,0.2194,-78.17,True
A1,100.0000,8.8200,10.00,0.00,,,,,,,False
A1,100.0000,8.8200,10.00,1.00,0.3355,0.2007,0.2687,6.2364,0.1039,-89.67,True
A1,100.0000,8.8200,10.00,2.00,0.3927,0.1679,1.4532,2.8205,0.5618,-44.11,True
A1,100.0000,8.8200,20.00,0.00,,,,,,,False
A1,100.0000,8.8200,20.00,1.00,0.3356,0.1735,0.7932,3.6529,0.3066,-69.49,True
A1,100.0000,8.8200,20.00,2.00,0.3927,0.1319,3.7827,-3.1791,1.4624,45.49,True
A2,0.1000,0.0088,0.50,0.00,,,,,,,False
A2,0.1000,0.0088,0.50,1.00,0.3356,,,,,,False
A2,0.1000,0.0088,0.50,2.00,0.3927,,,,,,False
A2,0.1000,0.0088,1.00,0.00,,,,,,,False
A2,0.1000,0.0088,1.00,1.00,0.3356,,,,,,False
A2,0.1000,0.0088,1.00,2.00,0.3927,,,,,,False
A2,0.1000,0.0088,2.00,0.00,,,,,,,False
A2,0.1000,0.0088,2.00,1.00,0.3356,,,,,,False
A2,0.1000,0.0088,2.00,2.00,0.3927,,,,,,False
A2,0.1000,0.0088,5.00,0.00,,,,,,,False
A2,0.1000,0.0088,5.00,1.00,0.3356,,,,,,False
A2,0.1000,0.0088,5.00,2.00,0.3927,,,,,,False
A2,0.1000,0.0088,10.00,0.00,,,,,,,False
A2,0.1000,0.0088,10.00,1.00,0.3356,,,,,,False
A2,0.1000,0.0088,10.00,2.00,0.3927,,,,,,False
A2,0.1000,0.0088,20.00,0.00,,,,,,,False
A2,0.1000,0.0088,20.00,1.00,0.3356,,,,,,False
A2,0.1000,0.0088,20.00,2.00,0.3927,,,,,,False
A2,0.1438,0.0127,0.50,0.00,,,,,,,False
A2,0.1438,0.0127,0.50,1.00,0.3356,,,,,,False
A2,0.1438,0.0127,0.50,2.00,0.3927,,,,,,False
A2,0.1438,0.0127,1.00,0.00,,,,,,,False
A2,0.1438,0.0127,1.00,1.00,0.3356,,,,,,False
A2,0.1438,0.0127,1.00,2.00,0.3927,,,,,,False
A2,0.1438,0.0127,2.00,0.00,,,,,,,False
A2,0.1438,0.0127,2.00,1.00,0.3356,,,,,,False
A2,0.1438,0.0127,2.00,2.00,0.3927,,,,,,False
A2,0.1438,0.0127,5.00,0.00,,,,,,,False
A2,0.1438,0.0127,5.00,1.00,0.3356,,,,,,False
A2,0.1438,0.0127,5.00,2.00,0.3927,,,,,,False
A2,0.1438,0.0127,10.00,0.00,,,,,,,False
A2,0.1438,0.0127,10.00,1.00,0.3356,,,,,,False
A2,0.1438,0.0127,10.00,2.00,0.3927,,,,,,False
A2,0.1438,0.0127,20.00,0.00,,,,,,,False
A2,0.1438,0.0127,20.00,1.00,0.3356,,,,,,False
A2,0.1438,0.0127,20.00,2.00,0.3927,,,,,,False
A2,0.2069,0.0182,0.50,0.00,,,,,,,False
A2,0.2069,0.0182,0.50,1.00,0.3356,,,,,,False
A2,0.2069,0.0182,0.50,2.00,0.3927,,,,,,False
A2,0.2069,0.0182,1.00,0.00,,,,,,,False
A2,0.2069,0.0182,1.00,1.00,0.3356,,,,,,False
A2,0.2069,0.0182,1.00,2.00,0.3927,,,,,,False
A2,0.2069,0.0182,2.00,0.00,,,,,,,False
A2,0.2069,0.0182,2.00,1.00,0.3356,,,,,,False
A2,0.2069,0.0182,2.00,2.00,0.3927,,,,,,False
A2,0.2069,0.0182,5.00,0.00,,,,,,,False
A2,0.2069,0.0182,5.00,1.00,0.3356,,,,,,False
A2,0.2069,0.0182,5.00,2.00,0.3927,,,,,,False
A2,0.2069,0.0182,10.00,0.00,,,,,,,False
A2,0.2069,0.0182,10.00,1.00,0.3356,,,,,,False
A2,0.2069,0.0182,10.00,2.00,0.3927,,,,,,False
A2,0.2069,0.0182,20.00,0.00,,,,,,,False
A2,0.2069,0.0182,20.00,1.00,0.3356,,,,,,False
A2,0.2069,0.0182,20.00,2.00,0.3927,,,,,,False
A2,0.2976,0.0263,0.50,0.00,,,,,,,False
A2,0.2976,0.0263,0.50,1.00,0.3356,,,,,,False
A2,0.2976,0.0263,0.50,2.00,0.3927,,,,,,False
A2,0.2976,0.0263,1.00,0.00,,,,,,,False
A2,0.2976,0.0263,1.00,1.00,0.3356,,,,,,False
A2,0.2976,0.0263,1.00,2.00,0.3927,,,,,,False
A2,0.2976,0.0263,2.00,0.00,,,,,,,False
A2,0.2976,0.0263,2.00,1.00,0.3356,,,,,,False
A2,0.2976,0.0263,2.00,2.00,0.3927,,,,,,False
A2,0.2976,0.0263,5.00,0.00,,,,,,,False
A2,0.2976,0.0263,5.00,1.00,0.3356,,,,,,False
A2,0.2976,0.0263,5.00,2.00,0.3927,,,,,,False
A2,0.2976,0.0263,10.00,0.00,,,,,,,False
A2,0.2976,0.0263,10.00,1.00,0.3356,,,,,,False
A2,0.2976,0.0263,10.00,2.00,0.3927,,,,,,False
A2,0.2976,0.0263,20.00,0.00,,,,,,,False
A2,0.2976,0.0263,20.00,1.00,0.3356,,,,,,False
A2,0.2976,0.0263,20.00,2.00,0.3927,,,,,,False
A2,0.4281,0.0378,0.50,0.00,,,,,,,False
A2,0.4281,0.0378,0.50,1.00,0.3356,,,,,,False
A2,0.4281,0.0378,0.50,2.00,0.3927,,,,,,False
A2,0.4281,0.0378,1.00,0.00,,,,,,,False
A2,0.4281,0.0378,1.00,1.00,0.3356,,,,,,False
A2,0.4281,0.0378,1.00,2.00,0.3927,,,,,,False
A2,0.4281,0.0378,2.00,0.00,,,,,,,False
A2,0.4281,0.0378,2.00,1.00,0.3356,,,,,,False
A2,0.4281,0.0378,2.00,2.00,0.3927,,,,,,False
A2,0.4281,0.0378,5.00,0.00,,,,,,,False
A2,0.4281,0.0378,5.00,1.00,0.3356,,,,,,False
A2,0.4281,0.0378,5.00,2.00,0.3927,,,,,,False
A2,0.4281,0.0378,10.00,0.00,,,,,,,False
A2,0.4281,0.0378,10.00,1.00,0.3356,,,,,,False
A2,0.4281,0.0378,10.00,2.00,0.3927,,,,,,False
A2,0.4281,0.0378,20.00,0.00,,,,,,,False
A2,0.4281,0.0378,20.00,1.00,0.3356,,,,,,False
A2,0.4281,0.0378,20.00,2.00,0.3927,,,,,,False
A2,0.6158,0.0543,0.50,0.00,,,,,,,False
A2,0.6158,0.0543,0.50,1.00,0.3356,,,,,,False
A2,0.6158,0.0543,0.50,2.00,0.3927,,,,,,False
A2,0.6158,0.0543,1.00,0.00,,,,,,,False
A2,0.6158,0.0543,1.00,1.00,0.3356,,,,,,False
A2,0.6158,0.0543,1.00,2.00,0.3927,,,,,,False
A2,0.6158,0.0543,2.00,0.00,,,,,,,False
A2,0.6158,0.0543,2.00,1.00,0.3356,,,,,,False
A2,0.6158,0.0543,2.00,2.00,0.3927,,,,,,False
A2,0.6158,0.0543,5.00,0.00,,,,,,,False
A2,0.6158,0.0543,5.00,1.00,0.3356,,,,,,False
A2,0.6158,0.0543,5.00,2.00,0.3927,,,,,,False
A2,0.6158,0.0543,10.00,0.00,,,,,,,False
A2,0.6158,0.0543,10.00,1.00,0.3356,,,,,,False
A2,0.6158,0.0543,10.00,2.00,0.3927,,,,,,False
A2,0.6158,0.0543,20.00,0.00,,,,,,,False
A2,0.6158,0.0543,20.00,1.00,0.3356,,,,,,False
A2,0.6158,0.0543,20.00,2.00,0.3927,,,,,,False
A2,0.8859,0.0781,0.50,0.00,,,,,,,False
A2,0.8859,0.0781,0.50,1.00,0.3356,0.1085,0.0359,-0.0510,0.0139,-98.62,True
A2,0.8859,0.0781,0.50,2.00,0.3927,,,,,,False
A2,0.8859,0.0781,1.00,0.00,,,,,,,False
A2,0.8859,0.0781,1.00,1.00,0.3356,,,,,,False
A2,0.8859,0.0781,1.00,2.00,0.3927,,,,,,False
A2,0.8859,0.0781,2.00,0.00,,,,,,,False
A2,0.8859,0.0781,2.00,1.00,0.3356,,,,,,False
A2,0.8859,0.0781,2.00,2.00,0.3927,,,,,,False
A2,0.8859,0.0781,5.00,0.00,,,,,,,False
A2,0.8859,0.0781,5.00,1.00,0.3356,,,,,,False
A2,0.8859,0.0781,5.00,2.00,0.3927,,,,,,False
A2,0.8859,0.0781,10.00,0.00,,,,,,,False
A2,0.8859,0.0781,10.00,1.00,0.3356,,,,,,False
A2,0.8859,0.0781,10.00,2.00,0.3927,,,,,,False
A2,0.8859,0.0781,20.00,0.00,,,,,,,False
A2,0.8859,0.0781,20.00,1.00,0.3356,,,,,,False
A2,0.8859,0.0781,20.00,2.00,0.3927,,,,,,False
A2,1.2743,0.1124,0.50,0.00,,,,,,,False
A2,1.2743,0.1124,0.50,1.00,0.3356,0.1387,0.0288,-0.0168,0.0111,-98.89,True
A2,1.2743,0.1124,0.50,2.00,0.3927,,,,,,False
A2,1.2743,0.1124,1.00,0.00,,,,,,,False
A2,1.2743,0.1124,1.00,1.00,0.3356,,,,,,False
A2,1.2743,0.1124,1.00,2.00,0.3927,,,,,,False
A2,1.2743,0.1124,2.00,0.00,,,,,,,False
A2,1.2743,0.1124,2.00,1.00,0.3356,,,,,,False
A2,1.2743,0.1124,2.00,2.00,0.3927,,,,,,False
A2,1.2743,0.1124,5.00,0.00,,,,,,,False
A2,1.2743,0.1124,5.00,1.00,0.3356,,,,,,False
A2,1.2743,0.1124,5.00,2.00,0.3927,,,,,,False
A2,1.2743,0.1124,10.00,0.00,,,,,,,False
A2,1.2743,0.1124,10.00,1.00,0.3356,,,,,,False
A2,1.2743,0.1124,10.00,2.00,0.3927,,,,,,False
A2,1.2743,0.1124,20.00,0.00,,,,,,,False
A2,1.2743,0.1124,20.00,1.00,0.3356,,,,,,False
A2,1.2743,0.1124,20.00,2.00,0.3927,,,,,,False
A2,1.8330,0.1617,0.50,0.00,,,,,,,False
A2,1.8330,0.1617,0.50,1.00,0.3356,0.1590,0.0235,0.0325,0.0091,-99.10,True
A2,1.8330,0.1617,0.50,2.00,0.3927,0.1056,0.1084,-0.1383,0.0419,-95.83,True
A2,1.8330,0.1617,1.00,0.00,,,,,,,False
A2,1.8330,0.1617,1.00,1.00,0.3356,0.1124,0.0702,-0.0967,0.0271,-97.30,True
A2,1.8330,0.1617,1.00,2.00,0.3927,,,,,,False
A2,1.8330,0.1617,2.00,0.00,,,,,,,False
A2,1.8330,0.1617,2.00,1.00,0.3356,,,,,,False
A2,1.8330,0.1617,2.00,2.00,0.3927,,,,,,False
A2,1.8330,0.1617,5.00,0.00,,,,,,,False
A2,1.8330,0.1617,5.00,1.00,0.3356,,,,,,False
A2,1.8330,0.1617,5.00,2.00,0.3927,,,,,,False
A2,1.8330,0.1617,10.00,0.00,,,,,,,False
A2,1.8330,0.1617,10.00,1.00,0.3356,,,,,,False
A2,1.8330,0.1617,10.00,2.00,0.3927,,,,,,False
A2,1.8330,0.1617,20.00,0.00,,,,,,,False
A2,1.8330,0.1617,20.00,1.00,0.3356,,,,,,False
A2,1.8330,0.1617,20.00,2.00,0.3927,,,,,,False
A2,2.6367,0.2326,0.50,0.00,,,,,,,False
A2,2.6367,0.2326,0.50,1.00,0.3356,0.1758,0.0193,0.1034,0.0074,-99.26,True
A2,2.6367,0.2326,0.50,2.00,0.3927,0.1353,0.0925,-0.0674,0.0358,-96.44,True
A2,2.6367,0.2326,1.00,0.00,,,,,,,False
A2,2.6367,0.2326,1.00,1.00,0.3356,0.1408,0.0564,-0.0258,0.0218,-97.83,True
A2,2.6367,0.2326,1.00,2.00,0.3927,,,,,,False
A2,2.6367,0.2326,2.00,0.00,,,,,,,False
A2,2.6367,0.2326,2.00,1.00,0.3356,,,,,,False
A2,2.6367,0.2326,2.00,2.00,0.3927,,,,,,False
A2,2.6367,0.2326,5.00,0.00,,,,,,,False
A2,2.6367,0.2326,5.00,1.00,0.3356,,,,,,False
A2,2.6367,0.2326,5.00,2.00,0.3927,,,,,,False
A2,2.6367,0.2326,10.00,0.00,,,,,,,False
A2,2.6367,0.2326,10.00,1.00,0.3356,,,,,,False
A2,2.6367,0.2326,10.00,2.00,0.3927,,,,,,False
A2,2.6367,0.2326,20.00,0.00,,,,,,,False
A2,2.6367,0.2326,20.00,1.00,0.3356,,,,,,False
A2,2.6367,0.2326,20.00,2.00,0.3927,,,,,,False
A2,3.7927,0.3345,0.50,0.00,,,,,,,False
A2,3.7927,0.3345,0.50,1.00,0.3355,0.1905,0.0157,0.2053,0.0061,-99.39,True
A2,3.7927,0.3345,0.50,2.00,0.3927,0.1553,0.0804,0.0345,0.0311,-96.91,True
A2,3.7927,0.3345,1.00,0.00,,,,,,,False
A2,3.7927,0.3345,1.00,1.00,0.3356,0.1607,0.0461,0.0762,0.0178,-98.23,True
A2,3.7927,0.3345,1.00,2.00,0.3927,0.1094,0.2134,-0.2654,0.0825,-91.79,True
A2,3.7927,0.3345,2.00,0.00,,,,,,,False
A2,3.7927,0.3345,2.00,1.00,0.3356,0.1159,0.1373,-0.1822,0.0531,-94.72,True
A2,3.7927,0.3345,2.00,2.00,0.3927,,,,,,False
A2,3.7927,0.3345,5.00,0.00,,,,,,,False
A2,3.7927,0.3345,5.00,1.00,0.3356,,,,,,False
A2,3.7927,0.3345,5.00,2.00,0.3927,,,,,,False
A2,3.7927,0.3345,10.00,0.00,,,,,,,False
A2,3.7927,0.3345,10.00,1.00,0.3356,,,,,,False
A2,3.7927,0.3345,10.00,2.00,0.3927,,,,,,False
A2,3.7927,0.3345,20.00,0.00,,,,,,,False
A2,3.7927,0.3345,20.00,1.00,0.3356,,,,,,False
A2,3.7927,0.3345,20.00,2.00,0.3927,,,,,,False
A2,5.4556,0.4812,0.50,0.00,,,,,,,False
A2,5.4556,0.4812,0.50,1.00,0.3355,0.2039,0.0128,0.3520,0.0049,-99.51,True
A2,5.4556,0.4812,0.50,2.00,0.3927,0.1716,0.0704,0.1812,0.0272,-97.29,True
A2,5.4556,0.4812,1.00,0.00,,,,,,,False
A2,5.4556,0.4812,1.00,1.00,0.3356,0.1772,0.0378,0.2228,0.0146,-98.55,True
A2,5.4556,0.4812,1.00,2.00,0.3927,0.1374,0.1826,-0.1188,0.0706,-92.98,True
A2,5.4556,0.4812,2.00,0.00,,,,,,,False
A2,5.4556,0.4812,2.00,1.00,0.3356,0.1429,0.1107,-0.0355,0.0428,-95.74,True
A2,5.4556,0.4812,2.00,2.00,0.3927,,,,,,False
A2,5.4556,0.4812,5.00,0.00,,,,,,,False
A2,5.4556,0.4812,5.00,1.00,0.3356,,,,,,False
A2,5.4556,0.4812,5.00,2.00,0.3927,,,,,,False
A2,5.4556,0.4812,10.00,0.00,,,,,,,False
A2,5.4556,0.4812,10.00,1.00,0.3356,,,,,,False
A2,5.4556,0.4812,10.00,2.00,0.3927,,,,,,False
A2,5.4556,0.4812,20.00,0.00,,,,,,,False
A2,5.4556,0.4812,20.00,1.00,0.3356,,,,,,False
A2,5.4556,0.4812,20.00,2.00,0.3927,,,,,,False
A2,7.8476,0.6922,0.50,0.00,,,,,,,False
A2,7.8476,0.6922,0.50,1.00,0.3354,0.2162,0.0102,0.5630,0.0040,-99.61,True
A2,7.8476,0.6922,0.50,2.00,0.3927,0.1858,0.0618,0.3922,0.0239,-97.62,True
A2,7.8476,0.6922,1.00,0.00,,,,,,,False
A2,7.8476,0.6922,1.00,1.00,0.3355,0.1918,0.0309,0.4338,0.0119,-98.81,True
A2,7.8476,0.6922,1.00,2.00,0.3927,0.1569,0.1588,0.0922,0.0614,-93.89,True
A2,7.8476,0.6922,2.00,0.00,,,,,,,False
A2,7.8476,0.6922,2.00,1.00,0.3356,0.1624,0.0906,0.1755,0.0350,-96.52,True
A2,7.8476,0.6922,2.00,2.00,0.3927,0.1128,0.4200,-0.5078,0.1624,-83.85,True
A2,7.8476,0.6922,5.00,0.00,,,,,,,False
A2,7.8476,0.6922,5.00,1.00,0.3356,,,,,,False
A2,7.8476,0.6922,5.00,2.00,0.3927,,,,,,False
A2,7.8476,0.6922,10.00,0.00,,,,,,,False
A2,7.8476,0.6922,10.00,1.00,0.3356,,,,,,False
A2,7.8476,0.6922,10.00,2.00,0.3927,,,,,,False
A2,7.8476,0.6922,20.00,0.00,,,,,,,False
A2,7.8476,0.6922,20.00,1.00,0.3356,,,,,,False
A2,7.8476,0.6922,20.00,2.00,0.3927,,,,,,False
A2,11.2884,0.9956,0.50,0.00,,,,,,,False
A2,11.2884,0.9956,0.50,1.00,0.3353,0.2279,0.0081,0.8664,0.0031,-99.69,True
A2,11.2884,0.9956,0.50,2.00,0.3927,0.1987,0.0544,0.6957,0.0210,-97.91,True
A2,11.2884,0.9956,1.00,0.00,,,,,,,False
A2,11.2884,0.9956,1.00,1.00,0.3355,0.2050,0.0250,0.7373,0.0097,-99.04,True
A2,11.2884,0.9956,1.00,2.00,0.3927,0.1730,0.1391,0.3957,0.0538,-94.65,True
A2,11.2884,0.9956,2.00,0.00,,,,,,,False
A2,11.2884,0.9956,2.00,1.00,0.3356,0.1787,0.0742,0.4789,0.0287,-97.15,True
A2,11.2884,0.9956,2.00,2.00,0.3927,0.1395,0.3603,-0.2043,0.1393,-86.14,True
A2,11.2884,0.9956,5.00,0.00,,,,,,,False
A2,11.2884,0.9956,5.00,1.00,0.3356,0.1304,0.3087,-0.2961,0.1193,-88.13,True
A2,11.2884,0.9956,5.00,2.00,0.3927,,,,,,False
A2,11.2884,0.9956,10.00,0.00,,,,,,,False
A2,11.2884,0.9956,10.00,1.00,0.3356,,,,,,False
A2,11.2884,0.9956,10.00,2.00,0.3927,,,,,,False
A2,11.2884,0.9956,20.00,0.00,,,,,,,False
A2,11.2884,0.9956,20.00,1.00,0.3356,,,,,,False
A2,11.2884,0.9956,20.00,2.00,0.3927,,,,,,False
A2,16.2378,1.4322,0.50,0.00,,,,,,,False
A2,16.2378,1.4322,0.50,1.00,0.3351,0.2390,0.0062,1.3030,0.0024,-99.76,True
A2,16.2378,1.4322,0.50,2.00,0.3927,0.2105,0.0478,1.1322,0.0185,-98.16,True
A2,16.2378,1.4322,1.00,0.00,,,,,,,False
A2,16.2378,1.4322,1.00,1.00,0.3354,0.2174,0.0200,1.1738,0.0077,-99.23,True
A2,16.2378,1.4322,1.00,2.00,0.3927,0.1871,0.1222,0.8322,0.0472,-95.30,True
A2,16.2378,1.4322,2.00,0.00,,,,,,,False
A2,16.2378,1.4322,2.00,1.00,0.3355,0.1931,0.0606,0.9155,0.0234,-97.67,True
A2,16.2378,1.4322,2.00,2.00,0.3927,0.1585,0.3137,0.2323,0.1213,-87.94,True
A2,16.2378,1.4322,5.00,0.00,,,,,,,False
A2,16.2378,1.4322,5.00,1.00,0.3356,0.1528,0.2512,0.1404,0.0971,-90.34,True
A2,16.2378,1.4322,5.00,2.00,0.3927,,,,,,False
A2,16.2378,1.4322,10.00,0.00,,,,,,,False
A2,16.2378,1.4322,10.00,1.00,0.3356,0.0950,0.7634,-1.1513,0.2951,-70.64,True
A2,16.2378,1.4322,10.00,2.00,0.3927,,,,,,False
A2,16.2378,1.4322,20.00,0.00,,,,,,,False
A2,16.2378,1.4322,20.00,1.00,0.3356,,,,,,False
A2,16.2378,1.4322,20.00,2.00,0.3927,,,,,,False
A2,23.3572,2.0601,0.50,0.00,,,,,,,False
A2,23.3572,2.0601,0.50,1.00,0.3348,0.2498,0.0046,1.9309,0.0018,-99.82,True
A2,23.3572,2.0601,0.50,2.00,0.3927,0.2216,0.0419,1.7601,0.0162,-98.39,True
A2,23.3572,2.0601,1.00,0.00,,,,,,,False
A2,23.3572,2.0601,1.00,1.00,0.3353,0.2290,0.0157,1.8017,0.0061,-99.39,True
A2,23.3572,2.0601,1.00,2.00,0.3927,0.1998,0.1075,1.4602,0.0415,-95.87,True
A2,23.3572,2.0601,2.00,0.00,,,,,,,False
A2,23.3572,2.0601,2.00,1.00,0.3355,0.2062,0.0490,1.5434,0.0190,-98.11,True
A2,23.3572,2.0601,2.00,2.00,0.3927,0.1744,0.2748,0.8602,0.1063,-89.43,True
A2,23.3572,2.0601,5.00,0.00,,,,,,,False
A2,23.3572,2.0601,5.00,1.00,0.3356,0.1705,0.2058,0.7683,0.0796,-92.08,True
A2,23.3572,2.0601,5.00,2.00,0.3927,0.1272,0.9727,-0.9397,0.3760,-62.59,True
A2,23.3572,2.0601,10.00,0.00,,,,,,,False
A2,23.3572,2.0601,10.00,1.00,0.3356,0.1328,0.6052,-0.5234,0.2340,-76.72,True
A2,23.3572,2.0601,10.00,2.00,0.3927,,,,,,False
A2,23.3572,2.0601,20.00,0.00,,,,,,,False
A2,23.3572,2.0601,20.00,1.00,0.3356,,,,,,False
A2,23.3572,2.0601,20.00,2.00,0.3927,,,,,,False
A2,33.5982,2.9634,0.50,0.00,,,,,,,False
A2,33.5982,2.9634,0.50,1.00,0.3345,0.2603,0.0033,2.8341,0.0013,-99.87,True
A2,33.5982,2.9634,0.50,2.00,0.3927,0.2320,0.0367,2.6634,0.0142,-98.59,True
A2,33.5982,2.9634,1.00,0.00,,,,,,,False
A2,33.5982,2.9634,1.00,1.00,0.3351,0.2401,0.0121,2.7050,0.0047,-99.53,True
A2,33.5982,2.9634,1.00,2.00,0.3927,0.2116,0.0944,2.3634,0.0365,-96.37,True
A2,33.5982,2.9634,2.00,0.00,,,,,,,False
A2,33.5982,2.9634,2.00,1.00,0.3354,0.2185,0.0392,2.4466,0.0151,-98.49,True
A2,33.5982,2.9634,2.00,2.00,0.3927,0.1883,0.2415,1.7634,0.0934,-90.71,True
A2,33.5982,2.9634,5.00,0.00,,,,,,,False
A2,33.5982,2.9634,5.00,1.00,0.3355,0.1858,0.1684,1.6716,0.0651,-93.52,True
A2,33.5982,2.9634,5.00,2.00,0.3927,0.1491,0.8419,-0.0364,0.3255,-67.62,True
A2,33.5982,2.9634,10.00,0.00,,,,,,,False
A2,33.5982,2.9634,10.00,1.00,0.3356,0.1546,0.4931,0.3798,0.1906,-81.04,True
A2,33.5982,2.9634,10.00,2.00,0.3927,0.0918,2.2692,-3.0362,0.8773,-12.72,True
A2,33.5982,2.9634,20.00,0.00,,,,,,,False
A2,33.5982,2.9634,20.00,1.00,0.3356,0.1012,1.4891,-2.2037,0.5757,-42.73,True
A2,33.5982,2.9634,20.00,2.00,0.3927,,,,,,False
A2,48.3293,4.2626,0.50,0.00,,,,,,,False
A2,48.3293,4.2626,0.50,1.00,0.3339,0.2706,0.0022,4.1334,0.0008,-99.92,True
A2,48.3293,4.2626,0.50,2.00,0.3927,0.2419,0.0320,3.9627,0.0124,-98.77,True
A2,48.3293,4.2626,1.00,0.00,,,,,,,False
A2,48.3293,4.2626,1.00,1.00,0.3348,0.2508,0.0090,4.0042,0.0035,-99.65,True
A2,48.3293,4.2626,1.00,2.00,0.3927,0.2226,0.0829,3.6627,0.0320,-96.81,True
A2,48.3293,4.2626,2.00,0.00,,,,,,,False
A2,48.3293,4.2626,2.00,1.00,0.3352,0.2300,0.0308,3.7459,0.0119,-98.82,True
A2,48.3293,4.2626,2.00,2.00,0.3927,0.2009,0.2124,3.0627,0.0821,-91.83,True
A2,48.3293,4.2626,5.00,0.00,,,,,,,False
A2,48.3293,4.2626,5.00,1.00,0.3355,0.1995,0.1370,2.9708,0.0530,-94.73,True
A2,48.3293,4.2626,5.00,2.00,0.3927,0.1664,0.7356,1.2629,0.2844,-71.71,True
A2,48.3293,4.2626,10.00,0.00,,,,,,,False
A2,48.3293,4.2626,10.00,1.00,0.3356,0.1720,0.4041,1.6791,0.1562,-84.46,True
A2,48.3293,4.2626,10.00,2.00,0.3927,0.1296,1.9180,-1.7369,0.7415,-26.23,True
A2,48.3293,4.2626,20.00,0.00,,,,,,,False
A2,48.3293,4.2626,20.00,1.00,0.3356,0.1352,1.1867,-0.9044,0.4588,-54.36,True
A2,48.3293,4.2626,20.00,2.00,0.3927,,,,,,False
A2,69.5193,6.1316,0.50,0.00,,,,,,,False
A2,69.5193,6.1316,0.50,1.00,0.3330,0.2811,0.0013,6.0023,0.0005,-99.95,True
A2,69.5193,6.1316,0.50,2.00,0.3927,0.2514,0.0278,5.8316,0.0107,-98.93,True
A2,69.5193,6.1316,1.00,0.00,,,,,,,False
A2,69.5193,6.1316,1.00,1.00,0.3344,0.2612,0.0064,5.8732,0.0025,-99.76,True
A2,69.5193,6.1316,1.00,2.00,0.3927,0.2329,0.0725,5.5316,0.0280,-97.21,True
A2,69.5193,6.1316,2.00,0.00,,,,,,,False
A2,69.5193,6.1316,2.00,1.00,0.3351,0.2411,0.0236,5.6148,0.0091,-99.09,True
A2,69.5193,6.1316,2.00,2.00,0.3927,0.2126,0.1866,4.9317,0.0721,-92.82,True
A2,69.5193,6.1316,5.00,0.00,,,,,,,False
A2,69.5193,6.1316,5.00,1.00,0.3354,0.2122,0.1103,4.8398,0.0426,-95.76,True
A2,69.5193,6.1316,5.00,2.00,0.3927,0.1812,0.6456,3.1318,0.2496,-75.17,True
A2,69.5193,6.1316,10.00,0.00,,,,,,,False
A2,69.5193,6.1316,10.00,1.00,0.3355,0.1871,0.3305,3.5480,0.1278,-87.29,True
A2,69.5193,6.1316,10.00,2.00,0.3927,0.1509,1.6621,0.1321,0.6426,-36.07,True
A2,69.5193,6.1316,20.00,0.00,,,,,,,False
A2,69.5193,6.1316,20.00,1.00,0.3356,0.1563,0.9679,0.9645,0.3742,-62.77,True
A2,69.5193,6.1316,20.00,2.00,0.3927,0.0983,4.4557,-5.8675,1.7226,71.37,True
A2,100.0000,8.8200,0.50,0.00,,,,,,,False
A2,100.0000,8.8200,0.50,1.00,0.3314,0.2920,0.0006,8.6907,0.0002,-99.98,True
A2,100.0000,8.8200,0.50,2.00,0.3927,0.2605,0.0240,8.5200,0.0093,-99.08,True
A2,100.0000,8.8200,1.00,0.00,,,,,,,False
A2,100.0000,8.8200,1.00,1.00,0.3338,0.2716,0.0042,8.5615,0.0016,-99.84,True
A2,100.0000,8.8200,1.00,2.00,0.3927,0.2428,0.0632,8.2200,0.0244,-97.57,True
A2,100.0000,8.8200,2.00,0.00,,,,,,,False
