# Mode: w_phi
# Eigenvalue: -1.680428644990607
# Normalization: 1.0000000000000002
# Nodes: 0
# Normalizable: True
chi_GeV_inv,profile,profile_squared
-6.9290000000e-01,5.5685347993e-01,3.1008579811e-01
-6.8224000000e-01,5.6290470511e-01,3.1686170704e-01
-6.7158000000e-01,5.6896417283e-01,3.2372022996e-01
-6.6092000000e-01,5.7502939115e-01,3.3065880068e-01
-6.5026000000e-01,5.8109778875e-01,3.3767464009e-01
-6.3960000000e-01,5.8716671563e-01,3.4476475194e-01
-6.2894000000e-01,5.9323344393e-01,3.5192591899e-01
-6.1828000000e-01,5.9929516899e-01,3.5915469957e-01
-6.0762000000e-01,6.0534901055e-01,3.6644742458e-01
-5.9696000000e-01,6.1139201422e-01,3.7380019505e-01
-5.8630000000e-01,6.1742115302e-01,3.8120888019e-01
-5.7564000000e-01,6.2343332925e-01,3.8866911602e-01
-5.6498000000e-01,6.2942537650e-01,3.9617630458e-01
-5.5432000000e-01,6.3539406186e-01,4.0372561385e-01
-5.4366000000e-01,6.4133608839e-01,4.1131197828e-01
-5.3300000000e-01,6.4724809774e-01,4.1893010003e-01
-5.2234000000e-01,6.5312667300e-01,4.2657445098e-01
-5.1168000000e-01,6.5896834181e-01,4.3423927550e-01
-5.0102000000e-01,6.6476957961e-01,4.4191859397e-01
-4.9036000000e-01,6.7052681314e-01,4.4960620714e-01
-4.7970000000e-01,6.7623642416e-01,4.5729570136e-01
-4.6904000000e-01,6.8189475333e-01,4.6498045462e-01
-4.5838000000e-01,6.8749810432e-01,4.7265364345e-01
-4.4772000000e-01,6.9304274815e-01,4.8030825076e-01
-4.3706000000e-01,6.9852492764e-01,4.8793707453e-01
-4.2640000000e-01,7.0394086212e-01,4.9553273737e-01
-4.1574000000e-01,7.0928675231e-01,5.0308769701e-01
-4.0508000000e-01,7.1455878532e-01,5.1059425768e-01
-3.9442000000e-01,7.1975313986e-01,5.1804458234e-01
-3.8376000000e-01,7.2486599161e-01,5.2543070579e-01
-3.7310000000e-01,7.2989351869e-01,5.3274454863e-01
-3.6244000000e-01,7.3483190731e-01,5.3997793200e-01
-3.5178000000e-01,7.3967735750e-01,5.4712259319e-01
-3.4112000000e-01,7.4442608895e-01,5.5417020191e-01
-3.3046000000e-01,7.4907434701e-01,5.6111237736e-01
-3.1980000000e-01,7.5361840868e-01,5.6794070590e-01
-3.0914000000e-01,7.5805458868e-01,5.7464675942e-01
-2.9848000000e-01,7.6237924567e-01,5.8122211423e-01
-2.8782000000e-01,7.6658878836e-01,5.8765837044e-01
-2.7716000000e-01,7.7067968172e-01,5.9394717182e-01
-2.6650000000e-01,7.7464845322e-01,6.0008022608e-01
-2.5584000000e-01,7.7849169895e-01,6.0604932533e-01
-2.4518000000e-01,7.8220608979e-01,6.1184636690e-01
-2.3452000000e-01,7.8578837751e-01,6.1746337424e-01
-2.2386000000e-01,7.8923540081e-01,6.2289251789e-01
-2.1320000000e-01,7.9254409120e-01,6.2812613650e-01
-2.0254000000e-01,7.9571147889e-01,6.3315675764e-01
-1.9188000000e-01,7.9873469846e-01,6.3797711852e-01
-1.8122000000e-01,8.0161099442e-01,6.4258018637e-01
-1.7056000000e-01,8.0433772663e-01,6.4695917848e-01
-1.5990000000e-01,8.0691237552e-01,6.5110758177e-01
-1.4924000000e-01,8.0933254711e-01,6.5501917181e-01
-1.3858000000e-01,8.1159597783e-01,6.5868803123e-01
-1.2792000000e-01,8.1370053910e-01,6.6210856734e-01
-1.1726000000e-01,8.1564424172e-01,6.6527552905e-01
-1.0660000000e-01,8.1742523989e-01,6.6818402281e-01
-9.5940000000e-02,8.1904183508e-01,6.7082952761e-01
-8.5280000000e-02,8.2049247955e-01,6.7320790900e-01
-7.4620000000e-02,8.2177577956e-01,6.7531543187e-01
-6.3960000000e-02,8.2289049833e-01,6.7714877224e-01
-5.3300000000e-02,8.2383555862e-01,6.7870502764e-01
-4.2640000000e-02,8.2461004501e-01,6.7998172633e-01
-3.1980000000e-02,8.2521320586e-01,6.8097683512e-01
-2.1320000000e-02,8.2564445488e-01,6.8168876588e-01
-1.0660000000e-02,8.2590337242e-01,6.8211638057e-01
0.0000000000e+00,8.2598970630e-01,6.8225899491e-01
1.0660000000e-02,8.2590337242e-01,6.8211638057e-01
2.1320000000e-02,8.2564445488e-01,6.8168876588e-01
3.1980000000e-02,8.2521320586e-01,6.8097683512e-01
4.2640000000e-02,8.2461004501e-01,6.7998172633e-01
5.3300000000e-02,8.2383555862e-01,6.7870502764e-01
6.3960000000e-02,8.2289049833e-01,6.7714877224e-01
7.4620000000e-02,8.2177577956e-01,6.7531543187e-01
8.5280000000e-02,8.2049247955e-01,6.7320790900e-01
9.5940000000e-02,8.1904183508e-01,6.7082952761e-01
1.0660000000e-01,8.1742523989e-01,6.6818402281e-01
1.1726000000e-01,8.1564424172e-01,6.6527552905e-01
1.2792000000e-01,8.1370053910e-01,6.6210856734e-01
1.3858000000e-01,8.1159597783e-01,6.5868803123e-01
1.4924000000e-01,8.0933254711e-01,6.5501917181e-01
1.5990000000e-01,8.0691237552e-01,6.5110758177e-01
1.7056000000e-01,8.0433772663e-01,6.4695917848e-01
1.8122000000e-01,8.0161099442e-01,6.4258018637e-01
1.9188000000e-01,7.9873469846e-01,6.3797711852e-01
2.0254000000e-01,7.9571147889e-01,6.3315675764e-01
2.1320000000e-01,7.9254409120e-01,6.2812613650e-01
2.2386000000e-01,7.8923540081e-01,6.2289251789e-01
2.3452000000e-01,7.8578837751e-01,6.1746337424e-01
2.4518000000e-01,7.8220608979e-01,6.1184636690e-01
2.5584000000e-01,7.7849169895e-01,6.0604932533e-01
2.6650000000e-01,7.7464845322e-01,6.0008022608e-01
2.7716000000e-01,7.7067968172e-01,5.9394717182e-01
2.8782000000e-01,7.6658878836e-01,5.8765837044e-01
2.9848000000e-01,7.6237924567e-01,5.8122211423e-01
3.0914000000e-01,7.5805458868e-01,5.7464675942e-01
3.1980000000e-01,7.5361840868e-01,5.6794070590e-01
3.3046000000e-01,7.4907434701e-01,5.6111237736e-01
3.4112000000e-01,7.4442608895e-01,5.5417020191e-01
3.5178000000e-01,7.3967735750e-01,5.4712259319e-01
3.6244000000e-01,7.3483190731e-01,5.3997793200e-01
3.7310000000e-01,7.2989351869e-01,5.3274454863e-01
3.8376000000e-01,7.2486599161e-01,5.2543070579e-01
3.9442000000e-01,7.1975313986e-01,5.1804458234e-01
4.0508000000e-01,7.1455878532e-01,5.1059425768e-01
4.1574000000e-01,7.0928675231e-01,5.0308769701e-01
4.2640000000e-01,7.0394086212e-01,4.9553273737e-01
4.3706000000e-01,6.9852492764e-01,4.8793707453e-01
4.4772000000e-01,6.9304274815e-01,4.8030825076e-01
4.5838000000e-01,6.8749810432e-01,4.7265364345e-01
4.6904000000e-01,6.8189475333e-01,4.6498045462e-01
4.7970000000e-01,6.7623642416e-01,4.5729570136e-01
4.9036000000e-01,6.7052681314e-01,4.4960620714e-01
5.0102000000e-01,6.6476957961e-01,4.4191859397e-01
5.1168000000e-01,6.5896834181e-01,4.3423927550e-01
5.2234000000e-01,6.5312667300e-01,4.2657445098e-01
5.3300000000e-01,6.4724809774e-01,4.1893010003e-01
5.4366000000e-01,6.4133608839e-01,4.1131197828e-01
5.5432000000e-01,6.3539406186e-01,4.0372561385e-01
5.6498000000e-01,6.2942537650e-01,3.9617630458e-01
5.7564000000e-01,6.2343332925e-01,3.8866911602e-01
5.8630000000e-01,6.1742115302e-01,3.8120888019e-01
5.9696000000e-01,6.1139201422e-01,3.7380019505e-01
6.0762000000e-01,6.0534901055e-01,3.6644742458e-01
6.1828000000e-01,5.9929516899e-01,3.5915469957e-01
6.2894000000e-01,5.9323344393e-01,3.5192591899e-01
6.3960000000e-01,5.8716671563e-01,3.4476475194e-01
6.5026000000e-01,5.8109778875e-01,3.3767464009e-01
6.6092000000e-01,5.7502939115e-01,3.3065880068e-01
6.7158000000e-01,5.6896417283e-01,3.2372022996e-01
6.8224000000e-01,5.6290470511e-01,3.1686170704e-01
6.9290000000e-01,5.5685347993e-01,3.1008579811e-01
7.0356000000e-01,5.5081290934e-01,3.0339486110e-01
7.1422000000e-01,5.4478532520e-01,2.9679105056e-01
7.2488000000e-01,5.3877297897e-01,2.9027632287e-01
7.3554000000e-01,5.3277804169e-01,2.8385244171e-01
7.4620000000e-01,5.2680260412e-01,2.7752098371e-01
7.5686000000e-01,5.2084867700e-01,2.7128334433e-01
7.6752000000e-01,5.1491819142e-01,2.6514074386e-01
7.7818000000e-01,5.0901299940e-01,2.5909423356e-01
7.8884000000e-01,5.0313487448e-01,2.5314470191e-01
7.9950000000e-01,4.9728551248e-01,2.4729288092e-01
8.1016000000e-01,4.9146653241e-01,2.4153935248e-01
8.2082000000e-01,4.8567947736e-01,2.3588455473e-01
8.3148000000e-01,4.7992581562e-01,2.3032878850e-01
8.4214000000e-01,4.7420694176e-01,2.2487222361e-01
8.5280000000e-01,4.6852417787e-01,2.1951490525e-01
8.6346000000e-01,4.6287877484e-01,2.1425676020e-01
8.7412000000e-01,4.5727191373e-01,2.0909760309e-01
8.8478000000e-01,4.5170470714e-01,2.0403714246e-01
8.9544000000e-01,4.4617820072e-01,1.9907498679e-01
9.0610000000e-01,4.4069337461e-01,1.9421065043e-01
9.1676000000e-01,4.3525114509e-01,1.8944355930e-01
9.2742000000e-01,4.2985236607e-01,1.8477305661e-01
9.3808000000e-01,4.2449783075e-01,1.8019840831e-01
9.4874000000e-01,4.1918827326e-01,1.7571880844e-01
9.5940000000e-01,4.1392437031e-01,1.7133338434e-01
9.7006000000e-01,4.0870674289e-01,1.6704120168e-01
9.8072000000e-01,4.0353595790e-01,1.6284126932e-01
9.9138000000e-01,3.9841252991e-01,1.5873254399e-01
1.0020400000e+00,3.9333692280e-01,1.5471393484e-01
1.0127000000e+00,3.8830955150e-01,1.5078430778e-01
1.0233600000e+00,3.8333078363e-01,1.4694248968e-01
1.0340200000e+00,3.7840094124e-01,1.4318727233e-01
1.0446800000e+00,3.7352030241e-01,1.3951741631e-01
1.0553400000e+00,3.6868910296e-01,1.3593165464e-01
1.0660000000e+00,3.6390753807e-01,1.3242869626e-01
1.0766600000e+00,3.5917576388e-01,1.2900722936e-01
1.0873200000e+00,3.5449389912e-01,1.2566592451e-01
1.0979800000e+00,3.4986202664e-01,1.2240343769e-01
1.1086400000e+00,3.4528019501e-01,1.1921841306e-01
1.1193000000e+00,3.4074841997e-01,1.1610948571e-01
1.1299600000e+00,3.3626668599e-01,1.1307528410e-01
1.1406200000e+00,3.3183494767e-01,1.1011443249e-01
1.1512800000e+00,3.2745313121e-01,1.0722555314e-01
1.1619400000e+00,3.2312113577e-01,1.0440726838e-01
1.1726000000e+00,3.1883883486e-01,1.0165820261e-01
1.1832600000e+00,3.1460607763e-01,9.8976984084e-02
1.1939200000e+00,3.1042269021e-01,9.6362246597e-02
1.2045800000e+00,3.0628847690e-01,9.3812631083e-02
1.2152400000e+00,3.0220322145e-01,9.1326787057e-02
1.2259000000e+00,2.9816668821e-01,8.8903373956e-02
1.2365600000e+00,2.9417862326e-01,8.6541062384e-02
1.2472200000e+00,2.9023875557e-01,8.4238535235e-02
1.2578800000e+00,2.8634679803e-01,8.1994488740e-02
1.2685400000e+00,2.8250244848e-01,7.9807633399e-02
1.2792000000e+00,2.7870539077e-01,7.7676694844e-02
1.2898600000e+00,2.7495529564e-01,7.5600414601e-02
1.3005200000e+00,2.7125182172e-01,7.3577550785e-02
1.3111800000e+00,2.6759461638e-01,7.1606878713e-02
1.3218400000e+00,2.6398331660e-01,6.9687191444e-02
1.3325000000e+00,2.6041754982e-01,6.7817300255e-02
1.3431600000e+00,2.5689693469e-01,6.5996035052e-02
1.3538200000e+00,2.5342108185e-01,6.4222244725e-02
1.3644800000e+00,2.4998959466e-01,6.2494797437e-02
1.3751400000e+00,2.4660206988e-01,6.0812580869e-02
1.3858000000e+00,2.4325809835e-01,5.9174502413e-02
1.3964600000e+00,2.3995726561e-01,5.7579489321e-02
1.4071200000e+00,2.3669915252e-01,5.6026488804e-02
1.4177800000e+00,2.3348333581e-01,5.4514468099e-02
1.4284400000e+00,2.3030938863e-01,5.3042414493e-02
1.4391000000e+00,2.2717688113e-01,5.1609335320e-02
1.4497600000e+00,2.2408538086e-01,5.0214257915e-02
1.4604200000e+00,2.2103445331e-01,4.8856229549e-02
1.4710800000e+00,2.1802366232e-01,4.7534317330e-02
1.4817400000e+00,2.1505257052e-01,4.6247608086e-02
1.4924000000e+00,2.1212073971e-01,4.4995208216e-02
1.5030600000e+00,2.0922773126e-01,4.3776243528e-02
1.5137200000e+00,2.0637310643e-01,4.2589859058e-02
1.5243800000e+00,2.0355642674e-01,4.1435218867e-02
1.5350400000e+00,2.0077725425e-01,4.0311505823e-02
1.5457000000e+00,1.9803515188e-01,3.9217921379e-02
1.5563600000e+00,1.9532968368e-01,3.8153685325e-02
1.5670200000e+00,1.9266041507e-01,3.7118035536e-02
1.5776800000e+00,1.9002691313e-01,3.6110227713e-02
1.5883400000e+00,1.8742874676e-01,3.5129535113e-02
1.5990000000e+00,1.8486548695e-01,3.4175248267e-02
1.6096600000e+00,1.8233670695e-01,3.3246674701e-02
1.6203200000e+00,1.7984198243e-01,3.2343138645e-02
1.6309800000e+00,1.7738089170e-01,3.1463980740e-02
1.6416400000e+00,1.7495301582e-01,3.0608557745e-02
1.6523000000e+00,1.7255793878e-01,2.9776242234e-02
1.6629600000e+00,1.7019524758e-01,2.8966422299e-02
1.6736200000e+00,1.6786453243e-01,2.8178501247e-02
1.6842800000e+00,1.6556538677e-01,2.7411897297e-02
1.6949400000e+00,1.6329740745e-01,2.6666043282e-02
1.7056000000e+00,1.6106019478e-01,2.5940386342e-02
1.7162600000e+00,1.5885335260e-01,2.5234387631e-02
1.7269200000e+00,1.5667648838e-01,2.4547522012e-02
1.7375800000e+00,1.5452921331e-01,2.3879277766e-02
1.7482400000e+00,1.5241114228e-01,2.3229156292e-02
1.7589000000e+00,1.5032189402e-01,2.2596671822e-02
1.7695600000e+00,1.4826109108e-01,2.1981351127e-02
1.7802200000e+00,1.4622835989e-01,2.1382733236e-02
1.7908800000e+00,1.4422333081e-01,2.0800369151e-02
1.8015400000e+00,1.4224563814e-01,2.0233821570e-02
1.8122000000e+00,1.4029492013e-01,1.9682664614e-02
1.8228600000e+00,1.3837081901e-01,1.9146483555e-02
1.8335200000e+00,1.3647298102e-01,1.8624874550e-02
1.8441800000e+00,1.3460105639e-01,1.8117444380e-02
1.8548400000e+00,1.3275469933e-01,1.7623810195e-02
1.8655000000e+00,1.3093356810e-01,1.7143599254e-02
1.8761600000e+00,1.2913732491e-01,1.6676448685e-02
1.8868200000e+00,1.2736563600e-01,1.6222005235e-02
1.8974800000e+00,1.2561817159e-01,1.5779925033e-02
1.9081400000e+00,1.2389460585e-01,1.5349873358e-02
1.9188000000e+00,1.2219461692e-01,1.4931524403e-02
1.9294600000e+00,1.2051788688e-01,1.4524561057e-02
1.9401200000e+00,1.1886410172e-01,1.4128674678e-02
1.9507800000e+00,1.1723295134e-01,1.3743564881e-02
1.9614400000e+00,1.1562412952e-01,1.3368939326e-02
1.9721000000e+00,1.1403733385e-01,1.3004513512e-02
1.9827600000e+00,1.1247226579e-01,1.2650010572e-02
1.9934200000e+00,1.1092863056e-01,1.2305161079e-02
2.0040800000e+00,1.0940613717e-01,1.1969702850e-02
2.0147400000e+00,1.0790449834e-01,1.1643380761e-02
2.0254000000e+00,1.0642343050e-01,1.1325946559e-02
2.0360600000e+00,1.0496265376e-01,1.1017158684e-02
2.0467200000e+00,1.0352189185e-01,1.0716782091e-02
2.0573800000e+00,1.0210087211e-01,1.0424588085e-02
2.0680400000e+00,1.0069932544e-01,1.0140354144e-02
2.0787000000e+00,9.9316986290e-02,9.8638637657e-03
2.0893600000e+00,9.7953592582e-02,9.5949062997e-03
2.1000200000e+00,9.6608885708e-02,9.3332767977e-03
2.1106800000e+00,9.5282610480e-02,9.0787758598e-03
2.1213400000e+00,9.3974515095e-02,8.8312094874e-03
2.1320000000e+00,9.2684351099e-02,8.5903889387e-03
2.1426600000e+00,9.1411873347e-02,8.3561305889e-03
2.1533200000e+00,9.0156839968e-02,8.1282557930e-03
2.1639800000e+00,8.8919012324e-02,7.9065907526e-03
2.1746400000e+00,8.7698154975e-02,7.6909663861e-03
2.1853000000e+00,8.6494035644e-02,7.4812182019e-03
2.1959600000e+00,8.5306425171e-02,7.2771861754e-03
2.2066200000e+00,8.4135097483e-02,7.0787146285e-03
2.2172800000e+00,8.2979829555e-02,6.8856521130e-03
2.2279400000e+00,8.1840401370e-02,6.6978512964e-03
2.2386000000e+00,8.0716595883e-02,6.5151688509e-03
2.2492600000e+00,7.9608198986e-02,6.3374653458e-03
2.2599200000e+00,7.8514999468e-02,6.1646051415e-03
2.2705800000e+00,7.7436788982e-02,5.9964562878e-03
2.2812400000e+00,7.6373362005e-02,5.8328904239e-03
2.2919000000e+00,7.5324515803e-02,5.6737826810e-03
2.3025600000e+00,7.4290050399e-02,5.5190115883e-03
2.3132200000e+00,7.3269768531e-02,5.3684589805e-03
2.3238800000e+00,7.2263475620e-02,5.2220099087e-03
2.3345400000e+00,7.1270979738e-02,5.0795525529e-03
2.3452000000e+00,7.0292091569e-02,4.9409781371e-03
2.3558600000e+00,6.9326624374e-02,4.8061808471e-03
2.3665200000e+00,6.8374393962e-02,4.6750577497e-03
2.3771800000e+00,6.7435218654e-02,4.5475087150e-03
2.3878400000e+00,6.6508919248e-02,4.4234363395e-03
2.3985000000e+00,6.5595318987e-02,4.3027458730e-03
2.4091600000e+00,6.4694243529e-02,4.1853451458e-03
2.4198200000e+00,6.3805520911e-02,4.0711444987e-03
2.4304800000e+00,6.2928981519e-02,3.9600567150e-03
2.4411400000e+00,6.2064458058e-02,3.8519969540e-03
2.4518000000e+00,6.1211785518e-02,3.7468826863e-03
2.4624600000e+00,6.0370801145e-02,3.6446336309e-03
2.4731200000e+00,5.9541344410e-02,3.5451716941e-03
2.4837800000e+00,5.8723256980e-02,3.4484209103e-03
2.4944400000e+00,5.7916382686e-02,3.3543073834e-03
2.5051000000e+00,5.7120567496e-02,3.2627592311e-03
2.5157600000e+00,5.6335659487e-02,3.1737065298e-03
2.5264200000e+00,5.5561508811e-02,3.0870812613e-03
2.5370800000e+00,5.4797967673e-02,3.0028172611e-03
2.5477400000e+00,5.4044890302e-02,2.9208501677e-03
2.5584000000e+00,5.3302132918e-02,2.8411173736e-03
2.5690600000e+00,5.2569553712e-02,2.7635579774e-03
2.5797200000e+00,5.1847012815e-02,2.6881127378e-03
2.5903800000e+00,5.1134372273e-02,2.6147240278e-03
2.6010400000e+00,5.0431496021e-02,2.5433357909e-03
2.6117000000e+00,4.9738249856e-02,2.4738934988e-03
2.6223600000e+00,4.9054501412e-02,2.4063441088e-03
2.6330200000e+00,4.8380120137e-02,2.3406360244e-03
2.6436800000e+00,4.7714977263e-02,2.2767190552e-03
2.6543400000e+00,4.7058945788e-02,2.2145443787e-03
2.6650000000e+00,4.6411900449e-02,2.1540645033e-03
2.6756600000e+00,4.5773717695e-02,2.0952332316e-03
2.6863200000e+00,4.5144275669e-02,2.0380056256e-03
2.6969800000e+00,4.4523454181e-02,1.9823379722e-03
2.7076400000e+00,4.3911134688e-02,1.9281877496e-03
2.7183000000e+00,4.3307200269e-02,1.8755135952e-03
2.7289600000e+00,4.2711535603e-02,1.8242752736e-03
2.7396200000e+00,4.2124026949e-02,1.7744336464e-03
2.7502800000e+00,4.1544562121e-02,1.7259506418e-03
2.7609400000e+00,4.0973030470e-02,1.6787892259e-03
2.7716000000e+00,4.0409322862e-02,1.6329133742e-03
2.7822600000e+00,3.9853331656e-02,1.5882880441e-03
2.7929200000e+00,3.9304950685e-02,1.5448791483e-03
2.8035800000e+00,3.8764075232e-02,1.5026535286e-03
2.8142400000e+00,3.8230602017e-02,1.4615789306e-03
2.8249000000e+00,3.7704429171e-02,1.4216239791e-03
2.8355600000e+00,3.7185456220e-02,1.3827581543e-03
2.8462200000e+00,3.6673584063e-02,1.3449517681e-03
2.8568800000e+00,3.6168714957e-02,1.3081759417e-03
2.8675400000e+00,3.5670752494e-02,1.2724025835e-03
2.8782000000e+00,3.5179601587e-02,1.2376043678e-03
2.8888600000e+00,3.4695168447e-02,1.2037547136e-03
2.8995200000e+00,3.4217360570e-02,1.1708277644e-03
2.9101800000e+00,3.3746086716e-02,1.1387983686e-03
2.9208400000e+00,3.3281256892e-02,1.1076420603e-03
2.9315000000e+00,3.2822782337e-02,1.0773350404e-03
2.9421600000e+00,3.2370575503e-02,1.0478541584e-03
2.9528200000e+00,3.1924550039e-02,1.0191768952e-03
2.9634800000e+00,3.1484620772e-02,9.9128134516e-04
2.9741400000e+00,3.1050703696e-02,9.6414620004e-04
2.9848000000e+00,3.0622715953e-02,9.3775073234e-04
2.9954600000e+00,3.0200575815e-02,9.1207477954e-04
3.0061200000e+00,2.9784202672e-02,8.8709872879e-04
3.0167800000e+00,2.9373517015e-02,8.6280350182e-04
3.0274400000e+00,2.8968440421e-02,8.3917054043e-04
3.0381000000e+00,2.8568895539e-02,8.1618179230e-04
3.0487600000e+00,2.8174806072e-02,7.9381969720e-04
3.0594200000e+00,2.7786096767e-02,7.7206717357e-04
3.0700800000e+00,2.7402693398e-02,7.5090760548e-04
3.0807400000e+00,2.7024522751e-02,7.3032482994e-04
3.0914000000e+00,2.6651512613e-02,7.1030312454e-04
3.1020600000e+00,2.6283591753e-02,6.9082719545e-04
3.1127200000e+00,2.5920689917e-02,6.7188216576e-04
3.1233800000e+00,2.5562737804e-02,6.5345356405e-04
3.1340400000e+00,2.5209667063e-02,6.3552731343e-04
3.1447000000e+00,2.4861410272e-02,6.1808972070e-04
3.1553600000e+00,2.4517900928e-02,6.0112746593e-04
3.1660200000e+00,2.4179073438e-02,5.8462759231e-04
3.1766800000e+00,2.3844863099e-02,5.6857749619e-04
3.1873400000e+00,2.3515206091e-02,5.5296491751e-04
3.1980000000e+00,2.3190039466e-02,5.3777793041e-04
3.2086600000e+00,2.2869301129e-02,5.2300493413e-04
3.2193200000e+00,2.2552929834e-02,5.0863464411e-04
3.2299800000e+00,2.2240865168e-02,4.9465608344e-04
3.2406400000e+00,2.1933047541e-02,4.8105857442e-04
3.2513000000e+00,2.1629418171e-02,4.6783173043e-04
3.2619600000e+00,2.1329919080e-02,4.5496544796e-04
3.2726200000e+00,2.1034493076e-02,4.4244989896e-04
3.2832800000e+00,2.0743083745e-02,4.3027552326e-04
3.2939400000e+00,2.0455635442e-02,4.1843302132e-04
3.3046000000e+00,2.0172093275e-02,4.0691334708e-04
3.3152600000e+00,1.9892403101e-02,3.9570770111e-04
3.3259200000e+00,1.9616511510e-02,3.8480752384e-04
3.3365800000e+00,1.9344365821e-02,3.7420448901e-04
3.3472400000e+00,1.9075914064e-02,3.6389049738e-04
3.3579000000e+00,1.8811104977e-02,3.5385767047e-04
3.3685600000e+00,1.8549887994e-02,3.4409834458e-04
3.3792200000e+00,1.8292213232e-02,3.3460506493e-04
3.3898800000e+00,1.8038031488e-02,3.2537057995e-04
3.4005400000e+00,1.7787294223e-02,3.1638783578e-04
3.4112000000e+00,1.7539953558e-02,3.0764997082e-04
3.4218600000e+00,1.7295962262e-02,2.9915031055e-04
3.4325200000e+00,1.7055273742e-02,2.9088236241e-04
3.4431800000e+00,1.6817842038e-02,2.8283981081e-04
3.4538400000e+00,1.6583621810e-02,2.7501651234e-04
3.4645000000e+00,1.6352568333e-02,2.6740649109e-04
3.4751600000e+00,1.6124637486e-02,2.6000393405e-04
3.4858200000e+00,1.5899785743e-02,2.5280318667e-04
3.4964800000e+00,1.5677970168e-02,2.4579874859e-04
3.5071400000e+00,1.5459148403e-02,2.3898526936e-04
3.5178000000e+00,1.5243278664e-02,2.3235754443e-04
3.5284600000e+00,1.5030319728e-02,2.2591051113e-04
3.5391200000e+00,1.4820230930e-02,2.1963924481e-04
3.5497800000e+00,1.4612972151e-02,2.1353895508e-04
3.5604400000e+00,1.4408503814e-02,2.0760498217e-04
3.5711000000e+00,1.4206786876e-02,2.0183279333e-04
3.5817600000e+00,1.4007782815e-02,1.9621797940e-04
3.5924200000e+00,1.3811453632e-02,1.9075625144e-04
3.6030800000e+00,1.3617761837e-02,1.8544343744e-04
3.6137400000e+00,1.3426670441e-02,1.8027547914e-04
3.6244000000e+00,1.3238142956e-02,1.7524842893e-04
3.6350600000e+00,1.3052143381e-02,1.7035844683e-04
3.6457200000e+00,1.2868636197e-02,1.6560179757e-04
3.6563800000e+00,1.2687586363e-02,1.6097484773e-04
3.6670400000e+00,1.2508959307e-02,1.5647406294e-04
3.6777000000e+00,1.2332720918e-02,1.5209600524e-04
3.6883600000e+00,1.2158837542e-02,1.4783733038e-04
3.6990200000e+00,1.1987275976e-02,1.4369478532e-04
3.7096800000e+00,1.1818003458e-02,1.3966520573e-04
3.7203400000e+00,1.1650987665e-02,1.3574551357e-04
3.7310000000e+00,1.1486196704e-02,1.3193271472e-04
3.7416600000e+00,1.1323599107e-02,1.2822389673e-04
3.7523200000e+00,1.1163163825e-02,1.2461622658e-04
3.7629800000e+00,1.1004860222e-02,1.2110694850e-04
3.7736400000e+00,1.0848658069e-02,1.1769338189e-04
3.7843000000e+00,1.0694527537e-02,1.1437291925e-04
3.7949600000e+00,1.0542439196e-02,1.1114302420e-04
3.8056200000e+00,1.0392364002e-02,1.0800122954e-04
3.8162800000e+00,1.0244273297e-02,1.0494513539e-04
3.8269400000e+00,1.0098138804e-02,1.0197240730e-04
3.8376000000e+00,9.9539326153e-03,9.9080774509e-05
3.8482600000e+00,9.8116271953e-03,9.6268028219e-05
3.8589200000e+00,9.6711953695e-03,9.3532019874e-05
3.8695800000e+00,9.5326103214e-03,9.0870659540e-05
3.8802400000e+00,9.3958455875e-03,8.8281914304e-05
3.8909000000e+00,9.2608750515e-03,8.5763806719e-05
3.9015600000e+00,9.1276729399e-03,8.3314413298e-05
3.9122200000e+00,8.9962138170e-03,8.0931863041e-05
3.9228800000e+00,8.8664725797e-03,7.8614336007e-05
3.9335400000e+00,8.7384244532e-03,7.6360061924e-05
3.9442000000e+00,8.6120449857e-03,7.4167318836e-05
3.9548600000e+00,8.4873100444e-03,7.2034431790e-05
3.9655200000e+00,8.3641958103e-03,6.9959771552e-05
3.9761800000e+00,8.2426787738e-03,6.7941753368e-05
3.9868400000e+00,8.1227357306e-03,6.5978835749e-05
3.9975000000e+00,8.0043437767e-03,6.4069519296e-05
4.0081600000e+00,7.8874803044e-03,6.2212345553e-05
4.0188200000e+00,7.7721229979e-03,6.0405895895e-05
4.0294800000e+00,7.6582498289e-03,5.8648790442e-05
4.0401400000e+00,7.5458390527e-03,5.6939687009e-05
4.0508000000e+00,7.4348692036e-03,5.5277280074e-05
4.0614600000e+00,7.3253190912e-03,5.3660299788e-05
4.0721200000e+00,7.2171677962e-03,5.2087510999e-05
4.0827800000e+00,7.1103946665e-03,5.0557712314e-05
4.0934400000e+00,7.0049793130e-03,4.9069735175e-05
4.1041000000e+00,6.9009016059e-03,4.7622442974e-05
4.1147600000e+00,6.7981416710e-03,4.6214730179e-05
4.1254200000e+00,6.6966798855e-03,4.4845521489e-05
4.1360800000e+00,6.5964968747e-03,4.3513771018e-05
4.1467400000e+00,6.4975735079e-03,4.2218461491e-05
4.1574000000e+00,6.3998908952e-03,4.0958603471e-05
4.1680600000e+00,6.3034303834e-03,3.9733234598e-05
4.1787200000e+00,6.2081735526e-03,3.8541418859e-05
4.1893800000e+00,6.1141022131e-03,3.7382245872e-05
4.2000400000e+00,6.0211984012e-03,3.6254830187e-05
4.2107000000e+00,5.9294443764e-03,3.5158310613e-05
