# Mode: w_R
# Eigenvalue: 352.08868667912196
# Normalization: 1.0000000000000002
# Nodes: 0
# Normalizable: True
chi_GeV_inv,profile,profile_squared
-6.2894000000e-01,4.2527434840e-01,1.8085827141e-01
-6.1828000000e-01,4.2552354887e-01,1.8107029064e-01
-6.0762000000e-01,4.2576857531e-01,1.8127887972e-01
-5.9696000000e-01,4.2600942532e-01,1.8148403046e-01
-5.8630000000e-01,4.2624609653e-01,1.8168573481e-01
-5.7564000000e-01,4.2647858662e-01,1.8188398485e-01
-5.6498000000e-01,4.2670689332e-01,1.8207877280e-01
-5.5432000000e-01,4.2693101437e-01,1.8227009103e-01
-5.4366000000e-01,4.2715094759e-01,1.8245793203e-01
-5.3300000000e-01,4.2736669082e-01,1.8264228842e-01
-5.2234000000e-01,4.2757824194e-01,1.8282315298e-01
-5.1168000000e-01,4.2778559887e-01,1.8300051860e-01
-5.0102000000e-01,4.2798875958e-01,1.8317437833e-01
-4.9036000000e-01,4.2818772208e-01,1.8334472534e-01
-4.7970000000e-01,4.2838248442e-01,1.8351155296e-01
-4.6904000000e-01,4.2857304468e-01,1.8367485463e-01
-4.5838000000e-01,4.2875940100e-01,1.8383462395e-01
-4.4772000000e-01,4.2894155155e-01,1.8399085465e-01
-4.3706000000e-01,4.2911949454e-01,1.8414354059e-01
-4.2640000000e-01,4.2929322823e-01,1.8429267580e-01
-4.1574000000e-01,4.2946275091e-01,1.8443825442e-01
-4.0508000000e-01,4.2962806092e-01,1.8458027073e-01
-3.9442000000e-01,4.2978915663e-01,1.8471871916e-01
-3.8376000000e-01,4.2994603648e-01,1.8485359428e-01
-3.7310000000e-01,4.3009869891e-01,1.8498489080e-01
-3.6244000000e-01,4.3024714243e-01,1.8511260357e-01
-3.5178000000e-01,4.3039136559e-01,1.8523672758e-01
-3.4112000000e-01,4.3053136697e-01,1.8535725795e-01
-3.3046000000e-01,4.3066714520e-01,1.8547418995e-01
-3.1980000000e-01,4.3079869894e-01,1.8558751901e-01
-3.0914000000e-01,4.3092602691e-01,1.8569724067e-01
-2.9848000000e-01,4.3104912785e-01,1.8580335062e-01
-2.8782000000e-01,4.3116800057e-01,1.8590584471e-01
-2.7716000000e-01,4.3128264388e-01,1.8600471891e-01
-2.6650000000e-01,4.3139305667e-01,1.8609996934e-01
-2.5584000000e-01,4.3149923786e-01,1.8619159227e-01
-2.4518000000e-01,4.3160118640e-01,1.8627958410e-01
-2.3452000000e-01,4.3169890129e-01,1.8636394138e-01
-2.2386000000e-01,4.3179238158e-01,1.8644466079e-01
-2.1320000000e-01,4.3188162635e-01,1.8652173917e-01
-2.0254000000e-01,4.3196663471e-01,1.8659517351e-01
-1.9188000000e-01,4.3204740585e-01,1.8666496090e-01
-1.8122000000e-01,4.3212393896e-01,1.8673109862e-01
-1.7056000000e-01,4.3219623330e-01,1.8679358408e-01
-1.5990000000e-01,4.3226428815e-01,1.8685241481e-01
-1.4924000000e-01,4.3232810286e-01,1.8690758852e-01
-1.3858000000e-01,4.3238767678e-01,1.8695910303e-01
-1.2792000000e-01,4.3244300935e-01,1.8700695633e-01
-1.1726000000e-01,4.3249410001e-01,1.8705114654e-01
-1.0660000000e-01,4.3254094826e-01,1.8709167192e-01
-9.5940000000e-02,4.3258355365e-01,1.8712853089e-01
-8.5280000000e-02,4.3262191576e-01,1.8716172199e-01
-7.4620000000e-02,4.3265603420e-01,1.8719124393e-01
-6.3960000000e-02,4.3268590866e-01,1.8721709555e-01
-5.3300000000e-02,4.3271153882e-01,1.8723927583e-01
-4.2640000000e-02,4.3273292445e-01,1.8725778390e-01
-3.1980000000e-02,4.3275006533e-01,1.8727261905e-01
-2.1320000000e-02,4.3276296130e-01,1.8728378067e-01
-1.0660000000e-02,4.3277161222e-01,1.8729126835e-01
0.0000000000e+00,4.3277601802e-01,1.8729508178e-01
1.0660000000e-02,4.3277617866e-01,1.8729522081e-01
2.1320000000e-02,4.3277209412e-01,1.8729168545e-01
3.1980000000e-02,4.3276376446e-01,1.8728447583e-01
4.2640000000e-02,4.3275118977e-01,1.8727359225e-01
5.3300000000e-02,4.3273437016e-01,1.8725903512e-01
6.3960000000e-02,4.3271330583e-01,1.8724080504e-01
7.4620000000e-02,4.3268799697e-01,1.8721890273e-01
8.5280000000e-02,4.3265844388e-01,1.8719332906e-01
9.5940000000e-02,4.3262464686e-01,1.8716408507e-01
1.0660000000e-01,4.3258660629e-01,1.8713117194e-01
1.1726000000e-01,4.3254432262e-01,1.8709459103e-01
1.2792000000e-01,4.3249779637e-01,1.8705434386e-01
1.3858000000e-01,4.3244702814e-01,1.8701043214e-01
1.4924000000e-01,4.3239201866e-01,1.8696285780e-01
1.5990000000e-01,4.3233276881e-01,1.8691162299e-01
1.7056000000e-01,4.3226927968e-01,1.8685673016e-01
1.8122000000e-01,4.3220155267e-01,1.8679818213e-01
1.9188000000e-01,4.3212958955e-01,1.8673598217e-01
2.0254000000e-01,4.3205339274e-01,1.8667013418e-01
2.1320000000e-01,4.3197296549e-01,1.8660064292e-01
2.2386000000e-01,4.3188831237e-01,1.8652751436e-01
2.3452000000e-01,4.3179943981e-01,1.8645075622e-01
2.4518000000e-01,4.3170635705e-01,1.8637037872e-01
2.5584000000e-01,4.3160907748e-01,1.8628639577e-01
2.6650000000e-01,4.3150762067e-01,1.8619882670e-01
2.7716000000e-01,4.3140201535e-01,1.8610769885e-01
2.8782000000e-01,4.3129230394e-01,1.8601305144e-01
2.9848000000e-01,4.3117854918e-01,1.8591494127e-01
3.0914000000e-01,4.3106084410e-01,1.8581345131e-01
3.1980000000e-01,4.3093932680e-01,1.8570870338e-01
3.3046000000e-01,4.3081420240e-01,1.8560087699e-01
3.4112000000e-01,4.3068577557e-01,1.8549023728e-01
3.5178000000e-01,4.3055449856e-01,1.8537717623e-01
3.6244000000e-01,4.3042104190e-01,1.8526227331e-01
3.7310000000e-01,4.3028639743e-01,1.8514638382e-01
3.8376000000e-01,4.3015202710e-01,1.8503076642e-01
3.9442000000e-01,4.3002007396e-01,1.8491726401e-01
4.0508000000e-01,4.2989365310e-01,1.8480855298e-01
4.1574000000e-01,4.2977723461e-01,1.8470847139e-01
4.2640000000e-01,4.2967710676e-01,1.8462241607e-01
4.3706000000e-01,4.2960184413e-01,1.8455774448e-01
4.4772000000e-01,4.2956256428e-01,1.8452399663e-01
4.5838000000e-01,4.2957248836e-01,1.8453252275e-01
4.6904000000e-01,4.2964490974e-01,1.8459474847e-01
4.7970000000e-01,4.2978828278e-01,1.8471796801e-01
4.9036000000e-01,4.2999741379e-01,1.8489777586e-01
5.0102000000e-01,4.3024199508e-01,1.8510817433e-01
5.1168000000e-01,4.3045898114e-01,1.8529493445e-01
5.2234000000e-01,4.3056063177e-01,1.8538245763e-01
5.3300000000e-01,4.3046567453e-01,1.8530069695e-01
5.4366000000e-01,4.3014052787e-01,1.8502087372e-01
5.5432000000e-01,4.2961896518e-01,1.8457245524e-01
5.6498000000e-01,4.2898229212e-01,1.8402580695e-01
5.7564000000e-01,4.2831810463e-01,1.8345639875e-01
5.8630000000e-01,4.2768922897e-01,1.8291807658e-01
5.9696000000e-01,4.2712579013e-01,1.8243644060e-01
6.0762000000e-01,4.2663288693e-01,1.8201562021e-01
6.1828000000e-01,4.2620205337e-01,1.8164819029e-01
6.2894000000e-01,4.2582003880e-01,1.8132270545e-01
6.3960000000e-01,4.2547369026e-01,1.8102786110e-01
6.5026000000e-01,4.2515196369e-01,1.8075419223e-01
6.6092000000e-01,4.2484635244e-01,1.8049442318e-01
6.7158000000e-01,4.2455062612e-01,1.8024323414e-01
6.8224000000e-01,4.2426036172e-01,1.7999685453e-01
6.9290000000e-01,4.2397248140e-01,1.7975266499e-01
7.0356000000e-01,4.2368487120e-01,1.7950887008e-01
7.1422000000e-01,4.2339609178e-01,1.7926425053e-01
7.2488000000e-01,4.2310516893e-01,1.7901798398e-01
7.3554000000e-01,4.2281144609e-01,1.7876951894e-01
7.4620000000e-01,4.2251448216e-01,1.7851848763e-01
7.5686000000e-01,4.2221398164e-01,1.7826464629e-01
7.6752000000e-01,4.2190974714e-01,1.7800783474e-01
7.7818000000e-01,4.2160164725e-01,1.7774794896e-01
7.8884000000e-01,4.2128959486e-01,1.7748492274e-01
7.9950000000e-01,4.2097353262e-01,1.7721871517e-01
8.1016000000e-01,4.2065342315e-01,1.7694930241e-01
8.2082000000e-01,4.2032924247e-01,1.7667667207e-01
8.3148000000e-01,4.2000097558e-01,1.7640081949e-01
8.4214000000e-01,4.1966861353e-01,1.7612174518e-01
8.5280000000e-01,4.1933215143e-01,1.7583945322e-01
8.6346000000e-01,4.1899158711e-01,1.7555395007e-01
8.7412000000e-01,4.1864692025e-01,1.7526524384e-01
8.8478000000e-01,4.1829815179e-01,1.7497334379e-01
8.9544000000e-01,4.1794528350e-01,1.7467826000e-01
9.0610000000e-01,4.1758831775e-01,1.7438000312e-01
9.1676000000e-01,4.1722725730e-01,1.7407858424e-01
9.2742000000e-01,4.1686210520e-01,1.7377401475e-01
9.3808000000e-01,4.1649286470e-01,1.7346630635e-01
9.4874000000e-01,4.1611953920e-01,1.7315547091e-01
9.5940000000e-01,4.1574213222e-01,1.7284152051e-01
9.7006000000e-01,4.1536064736e-01,1.7252446737e-01
9.8072000000e-01,4.1497508829e-01,1.7220432390e-01
9.9138000000e-01,4.1458545875e-01,1.7188110261e-01
1.0020400000e+00,4.1419176254e-01,1.7155481615e-01
1.0127000000e+00,4.1379400349e-01,1.7122547732e-01
1.0233600000e+00,4.1339218549e-01,1.7089309903e-01
1.0340200000e+00,4.1298631249e-01,1.7055769430e-01
1.0446800000e+00,4.1257638844e-01,1.7021927630e-01
1.0553400000e+00,4.1216241737e-01,1.6987785829e-01
1.0660000000e+00,4.1174440334e-01,1.6953345368e-01
1.0766600000e+00,4.1132235044e-01,1.6918607598e-01
1.0873200000e+00,4.1089626282e-01,1.6883573880e-01
1.0979800000e+00,4.1046614465e-01,1.6848245591e-01
1.1086400000e+00,4.1003200016e-01,1.6812624115e-01
1.1193000000e+00,4.0959383359e-01,1.6776710851e-01
1.1299600000e+00,4.0915164925e-01,1.6740507208e-01
1.1406200000e+00,4.0870545147e-01,1.6704014606e-01
1.1512800000e+00,4.0825524464e-01,1.6667234477e-01
1.1619400000e+00,4.0780103316e-01,1.6630168265e-01
1.1726000000e+00,4.0734282150e-01,1.6592817422e-01
1.1832600000e+00,4.0688061414e-01,1.6555183416e-01
1.1939200000e+00,4.0641441562e-01,1.6517267723e-01
1.2045800000e+00,4.0594423052e-01,1.6479071829e-01
1.2152400000e+00,4.0547006345e-01,1.6440597235e-01
1.2259000000e+00,4.0499191905e-01,1.6401845450e-01
1.2365600000e+00,4.0450980202e-01,1.6362817993e-01
1.2472200000e+00,4.0402371709e-01,1.6323516397e-01
1.2578800000e+00,4.0353366902e-01,1.6283942204e-01
1.2685400000e+00,4.0303966263e-01,1.6244096965e-01
1.2792000000e+00,4.0254170275e-01,1.6203982245e-01
1.2898600000e+00,4.0203979428e-01,1.6163599618e-01
1.3005200000e+00,4.0153394213e-01,1.6122950668e-01
1.3111800000e+00,4.0102415127e-01,1.6082036990e-01
1.3218400000e+00,4.0051042669e-01,1.6040860189e-01
1.3325000000e+00,3.9999277345e-01,1.5999421881e-01
1.3431600000e+00,3.9947119661e-01,1.5957723692e-01
1.3538200000e+00,3.9894570129e-01,1.5915767258e-01
1.3644800000e+00,3.9841629265e-01,1.5873554225e-01
1.3751400000e+00,3.9788297588e-01,1.5831086249e-01
1.3858000000e+00,3.9734575620e-01,1.5788364997e-01
1.3964600000e+00,3.9680463890e-01,1.5745392145e-01
1.4071200000e+00,3.9625962928e-01,1.5702169380e-01
1.4177800000e+00,3.9571073268e-01,1.5658698396e-01
1.4284400000e+00,3.9515795449e-01,1.5614980900e-01
1.4391000000e+00,3.9460130013e-01,1.5571018606e-01
1.4497600000e+00,3.9404077506e-01,1.5526813241e-01
1.4604200000e+00,3.9347638478e-01,1.5482366538e-01
1.4710800000e+00,3.9290813483e-01,1.5437680241e-01
1.4817400000e+00,3.9233603077e-01,1.5392756104e-01
1.4924000000e+00,3.9176007823e-01,1.5347595889e-01
1.5030600000e+00,3.9118028285e-01,1.5302201369e-01
1.5137200000e+00,3.9059665031e-01,1.5256574324e-01
1.5243800000e+00,3.9000918635e-01,1.5210716544e-01
1.5350400000e+00,3.8941789673e-01,1.5164629829e-01
1.5457000000e+00,3.8882278724e-01,1.5118315988e-01
1.5563600000e+00,3.8822386373e-01,1.5071776837e-01
1.5670200000e+00,3.8762113206e-01,1.5025014202e-01
1.5776800000e+00,3.8701459816e-01,1.4978029919e-01
1.5883400000e+00,3.8640426796e-01,1.4930825830e-01
1.5990000000e+00,3.8579014747e-01,1.4883403788e-01
1.6096600000e+00,3.8517224269e-01,1.4835765654e-01
1.6203200000e+00,3.8455055970e-01,1.4787913296e-01
1.6309800000e+00,3.8392510458e-01,1.4739848593e-01
1.6416400000e+00,3.8329588348e-01,1.4691573430e-01
1.6523000000e+00,3.8266290257e-01,1.4643089701e-01
1.6629600000e+00,3.8202616806e-01,1.4594399308e-01
1.6736200000e+00,3.8138568619e-01,1.4545504163e-01
1.6842800000e+00,3.8074146325e-01,1.4496406183e-01
1.6949400000e+00,3.8009350554e-01,1.4447107296e-01
1.7056000000e+00,3.7944181944e-01,1.4397609434e-01
1.7162600000e+00,3.7878641134e-01,1.4347914541e-01
1.7269200000e+00,3.7812728765e-01,1.4298024567e-01
1.7375800000e+00,3.7746445485e-01,1.4247941468e-01
1.7482400000e+00,3.7679791944e-01,1.4197667210e-01
1.7589000000e+00,3.7612768796e-01,1.4147203765e-01
1.7695600000e+00,3.7545376698e-01,1.4096553114e-01
1.7802200000e+00,3.7477616312e-01,1.4045717244e-01
1.7908800000e+00,3.7409488301e-01,1.3994698149e-01
1.8015400000e+00,3.7340993334e-01,1.3943497832e-01
1.8122000000e+00,3.7272132084e-01,1.3892118301e-01
1.8228600000e+00,3.7202905225e-01,1.3840561572e-01
1.8335200000e+00,3.7133313437e-01,1.3788829668e-01
1.8441800000e+00,3.7063357401e-01,1.3736924619e-01
1.8548400000e+00,3.6993037806e-01,1.3684848461e-01
1.8655000000e+00,3.6922355339e-01,1.3632603238e-01
1.8761600000e+00,3.6851310695e-01,1.3580191000e-01
1.8868200000e+00,3.6779904571e-01,1.3527613802e-01
1.8974800000e+00,3.6708137666e-01,1.3474873709e-01
1.9081400000e+00,3.6636010686e-01,1.3421972790e-01
1.9188000000e+00,3.6563524336e-01,1.3368913119e-01
1.9294600000e+00,3.6490679329e-01,1.3315696779e-01
1.9401200000e+00,3.6417476379e-01,1.3262325858e-01
1.9507800000e+00,3.6343916204e-01,1.3208802451e-01
1.9614400000e+00,3.6269999526e-01,1.3155128656e-01
1.9721000000e+00,3.6195727069e-01,1.3101306581e-01
1.9827600000e+00,3.6121099562e-01,1.3047338336e-01
1.9934200000e+00,3.6046117738e-01,1.2993226040e-01
2.0040800000e+00,3.5970782331e-01,1.2938971815e-01
2.0147400000e+00,3.5895094081e-01,1.2884577791e-01
2.0254000000e+00,3.5819053730e-01,1.2830046101e-01
2.0360600000e+00,3.5742662025e-01,1.2775378886e-01
2.0467200000e+00,3.5665919713e-01,1.2720578290e-01
2.0573800000e+00,3.5588827549e-01,1.2665646463e-01
2.0680400000e+00,3.5511386288e-01,1.2610585561e-01
2.0787000000e+00,3.5433596690e-01,1.2555397744e-01
2.0893600000e+00,3.5355459518e-01,1.2500085177e-01
2.1000200000e+00,3.5276975538e-01,1.2444650031e-01
2.1106800000e+00,3.5198145521e-01,1.2389094481e-01
2.1213400000e+00,3.5118970240e-01,1.2333420707e-01
2.1320000000e+00,3.5039450471e-01,1.2277630893e-01
2.1426600000e+00,3.4959586994e-01,1.2221727228e-01
2.1533200000e+00,3.4879380593e-01,1.2165711905e-01
2.1639800000e+00,3.4798832054e-01,1.2109587123e-01
2.1746400000e+00,3.4717942167e-01,1.2053355083e-01
2.1853000000e+00,3.4636711727e-01,1.1997017993e-01
2.1959600000e+00,3.4555141530e-01,1.1940578061e-01
2.2066200000e+00,3.4473232375e-01,1.1884037504e-01
2.2172800000e+00,3.4390985067e-01,1.1827398539e-01
2.2279400000e+00,3.4308400412e-01,1.1770663389e-01
2.2386000000e+00,3.4225479221e-01,1.1713834279e-01
2.2492600000e+00,3.4142222306e-01,1.1656913440e-01
2.2599200000e+00,3.4058630484e-01,1.1599903105e-01
2.2705800000e+00,3.3974704576e-01,1.1542805510e-01
2.2812400000e+00,3.3890445404e-01,1.1485622897e-01
2.2919000000e+00,3.3805853795e-01,1.1428357508e-01
2.3025600000e+00,3.3720930580e-01,1.1371011592e-01
2.3132200000e+00,3.3635676590e-01,1.1313587396e-01
2.3238800000e+00,3.3550092662e-01,1.1256087176e-01
2.3345400000e+00,3.3464179636e-01,1.1198513187e-01
2.3452000000e+00,3.3377938354e-01,1.1140867687e-01
2.3558600000e+00,3.3291369662e-01,1.1083152940e-01
2.3665200000e+00,3.3204474410e-01,1.1025371209e-01
2.3771800000e+00,3.3117253450e-01,1.0967524761e-01
2.3878400000e+00,3.3029707637e-01,1.0909615866e-01
2.3985000000e+00,3.2941837831e-01,1.0851646797e-01
2.4091600000e+00,3.2853644892e-01,1.0793619827e-01
2.4198200000e+00,3.2765129687e-01,1.0735537234e-01
2.4304800000e+00,3.2676293083e-01,1.0677401297e-01
2.4411400000e+00,3.2587135952e-01,1.0619214296e-01
2.4518000000e+00,3.2497659169e-01,1.0560978515e-01
2.4624600000e+00,3.2407863611e-01,1.0502696238e-01
2.4731200000e+00,3.2317750158e-01,1.0444369753e-01
2.4837800000e+00,3.2227319696e-01,1.0386001348e-01
2.4944400000e+00,3.2136573110e-01,1.0327593313e-01
2.5051000000e+00,3.2045511292e-01,1.0269147940e-01
2.5157600000e+00,3.1954135134e-01,1.0210667522e-01
2.5264200000e+00,3.1862445532e-01,1.0152154353e-01
2.5370800000e+00,3.1770443387e-01,1.0093610730e-01
2.5477400000e+00,3.1678129600e-01,1.0035038950e-01
2.5584000000e+00,3.1585505077e-01,9.9764413098e-02
2.5690600000e+00,3.1492570727e-01,9.9178201099e-02
2.5797200000e+00,3.1399327461e-01,9.8591776500e-02
2.5903800000e+00,3.1305776194e-01,9.8005162309e-02
2.6010400000e+00,3.1211917843e-01,9.7418381543e-02
2.6117000000e+00,3.1117753329e-01,9.6831457227e-02
2.6223600000e+00,3.1023283577e-01,9.6244412388e-02
2.6330200000e+00,3.0928509512e-01,9.5657270061e-02
2.6436800000e+00,3.0833432064e-01,9.5070053282e-02
2.6543400000e+00,3.0738052165e-01,9.4482785093e-02
2.6650000000e+00,3.0642370753e-01,9.3895488534e-02
2.6756600000e+00,3.0546388764e-01,9.3308186651e-02
2.6863200000e+00,3.0450107141e-01,9.2720902487e-02
2.6969800000e+00,3.0353526827e-01,9.2133659084e-02
2.7076400000e+00,3.0256648771e-01,9.1546479485e-02
2.7183000000e+00,3.0159473922e-01,9.0959386727e-02
2.7289600000e+00,3.0062003235e-01,9.0372403847e-02
2.7396200000e+00,2.9964237664e-01,8.9785553876e-02
2.7502800000e+00,2.9866178169e-01,8.9198859840e-02
2.7609400000e+00,2.9767825711e-01,8.8612344758e-02
2.7716000000e+00,2.9669181257e-01,8.8026031643e-02
2.7822600000e+00,2.9570245772e-01,8.7439943501e-02
2.7929200000e+00,2.9471020228e-01,8.6854103327e-02
2.8035800000e+00,2.9371505598e-01,8.6268534108e-02
2.8142400000e+00,2.9271702858e-01,8.5683258819e-02
2.8249000000e+00,2.9171612987e-01,8.5098300425e-02
2.8355600000e+00,2.9071236967e-01,8.4513681877e-02
2.8462200000e+00,2.8970575782e-01,8.3929426114e-02
2.8568800000e+00,2.8869630420e-01,8.3345556061e-02
2.8675400000e+00,2.8768401872e-01,8.2762094625e-02
2.8782000000e+00,2.8666891129e-01,8.2179064700e-02
2.8888600000e+00,2.8565099188e-01,8.1596489163e-02
2.8995200000e+00,2.8463027047e-01,8.1014390870e-02
2.9101800000e+00,2.8360675708e-01,8.0432792663e-02
2.9208400000e+00,2.8258046175e-01,7.9851717361e-02
2.9315000000e+00,2.8155139453e-01,7.9271187763e-02
2.9421600000e+00,2.8051956553e-01,7.8691226647e-02
2.9528200000e+00,2.7948498487e-01,7.8111856769e-02
2.9634800000e+00,2.7844766270e-01,7.7533100862e-02
2.9741400000e+00,2.7740760918e-01,7.6954981633e-02
2.9848000000e+00,2.7636483453e-01,7.6377521767e-02
2.9954600000e+00,2.7531934898e-01,7.5800743920e-02
3.0061200000e+00,2.7427116276e-01,7.5224670724e-02
3.0167800000e+00,2.7322028618e-01,7.4649324782e-02
3.0274400000e+00,2.7216672954e-01,7.4074728668e-02
3.0381000000e+00,2.7111050317e-01,7.3500904927e-02
3.0487600000e+00,2.7005161743e-01,7.2927876074e-02
3.0594200000e+00,2.6899008271e-01,7.2355664594e-02
3.0700800000e+00,2.6792590942e-01,7.1784292937e-02
3.0807400000e+00,2.6685910800e-01,7.1213783522e-02
3.0914000000e+00,2.6578968892e-01,7.0644158735e-02
3.1020600000e+00,2.6471766266e-01,7.0075440924e-02
3.1127200000e+00,2.6364303974e-01,6.9507652406e-02
3.1233800000e+00,2.6256583071e-01,6.8940815457e-02
3.1340400000e+00,2.6148604613e-01,6.8374952318e-02
3.1447000000e+00,2.6040369658e-01,6.7810085193e-02
3.1553600000e+00,2.5931879269e-01,6.7246236244e-02
3.1660200000e+00,2.5823134511e-01,6.6683427595e-02
3.1766800000e+00,2.5714136448e-01,6.6121681329e-02
3.1873400000e+00,2.5604886152e-01,6.5561019487e-02
3.1980000000e+00,2.5495384693e-01,6.5001464066e-02
3.2086600000e+00,2.5385633146e-01,6.4443037023e-02
3.2193200000e+00,2.5275632587e-01,6.3885760267e-02
3.2299800000e+00,2.5165384095e-01,6.3329655665e-02
3.2406400000e+00,2.5054888752e-01,6.2774745037e-02
3.2513000000e+00,2.4944147641e-01,6.2221050154e-02
3.2619600000e+00,2.4833161849e-01,6.1668592742e-02
3.2726200000e+00,2.4721932464e-01,6.1117394477e-02
3.2832800000e+00,2.4610460578e-01,6.0567476988e-02
3.2939400000e+00,2.4498747284e-01,6.0018861849e-02
3.3046000000e+00,2.4386793678e-01,5.9471570589e-02
3.3152600000e+00,2.4274600857e-01,5.8925624679e-02
3.3259200000e+00,2.4162169923e-01,5.8381045541e-02
3.3365800000e+00,2.4049501979e-01,5.7837854543e-02
3.3472400000e+00,2.3936598129e-01,5.7296072997e-02
3.3579000000e+00,2.3823459481e-01,5.6755722162e-02
3.3685600000e+00,2.3710087144e-01,5.6216823238e-02
3.3792200000e+00,2.3596482232e-01,5.5679397371e-02
3.3898800000e+00,2.3482645857e-01,5.5143465646e-02
3.4005400000e+00,2.3368579138e-01,5.4609049092e-02
3.4112000000e+00,2.3254283192e-01,5.4076168679e-02
3.4218600000e+00,2.3139759142e-01,5.3544845313e-02
3.4325200000e+00,2.3025008109e-01,5.3015099843e-02
3.4431800000e+00,2.2910031221e-01,5.2486953053e-02
3.4538400000e+00,2.2794829604e-01,5.1960425667e-02
3.4645000000e+00,2.2679404389e-01,5.1435538344e-02
3.4751600000e+00,2.2563756708e-01,5.0912311678e-02
3.4858200000e+00,2.2447887695e-01,5.0390766199e-02
3.4964800000e+00,2.2331798488e-01,4.9870922371e-02
3.5071400000e+00,2.2215490224e-01,4.9352800590e-02
3.5178000000e+00,2.2098964045e-01,4.8836421186e-02
3.5284600000e+00,2.1982221093e-01,4.8321804419e-02
3.5391200000e+00,2.1865262514e-01,4.7808970483e-02
3.5497800000e+00,2.1748089456e-01,4.7297939498e-02
3.5604400000e+00,2.1630703066e-01,4.6788731515e-02
3.5711000000e+00,2.1513104498e-01,4.6281366514e-02
3.5817600000e+00,2.1395294904e-01,4.5775864403e-02
3.5924200000e+00,2.1277275440e-01,4.5272245015e-02
3.6030800000e+00,2.1159047264e-01,4.4770528111e-02
3.6137400000e+00,2.1040611535e-01,4.4270733377e-02
3.6244000000e+00,2.0921969415e-01,4.3772880422e-02
3.6350600000e+00,2.0803122069e-01,4.3276988781e-02
3.6457200000e+00,2.0684070661e-01,4.2783077910e-02
3.6563800000e+00,2.0564816360e-01,4.2291167190e-02
3.6670400000e+00,2.0445360335e-01,4.1801275921e-02
3.6777000000e+00,2.0325703758e-01,4.1313423325e-02
3.6883600000e+00,2.0205847803e-01,4.0827628543e-02
3.6990200000e+00,2.0085793645e-01,4.0343910636e-02
3.7096800000e+00,1.9965542463e-01,3.9862288584e-02
3.7203400000e+00,1.9845095435e-01,3.9382781283e-02
3.7310000000e+00,1.9724453744e-01,3.8905407549e-02
3.7416600000e+00,1.9603618572e-01,3.8430186112e-02
3.7523200000e+00,1.9482591105e-01,3.7957135617e-02
3.7629800000e+00,1.9361372530e-01,3.7486274625e-02
3.7736400000e+00,1.9239964036e-01,3.7017621612e-02
3.7843000000e+00,1.9118366815e-01,3.6551194966e-02
3.7949600000e+00,1.8996582058e-01,3.6087012988e-02
3.8056200000e+00,1.8874610960e-01,3.5625093890e-02
3.8162800000e+00,1.8752454719e-01,3.5165455798e-02
3.8269400000e+00,1.8630114531e-01,3.4708116744e-02
3.8376000000e+00,1.8507591598e-01,3.4253094675e-02
3.8482600000e+00,1.8384887120e-01,3.3800407443e-02
3.8589200000e+00,1.8262002303e-01,3.3350072810e-02
3.8695800000e+00,1.8138938350e-01,3.2902108446e-02
3.8802400000e+00,1.8015696469e-01,3.2456531927e-02
3.8909000000e+00,1.7892277870e-01,3.2013360737e-02
3.9015600000e+00,1.7768683762e-01,3.1572612263e-02
3.9122200000e+00,1.7644915358e-01,3.1134303800e-02
3.9228800000e+00,1.7520973873e-01,3.0698452545e-02
3.9335400000e+00,1.7396860521e-01,3.0265075599e-02
3.9442000000e+00,1.7272576521e-01,2.9834189966e-02
3.9548600000e+00,1.7148123091e-01,2.9405812554e-02
3.9655200000e+00,1.7023501452e-01,2.8979960169e-02
3.9761800000e+00,1.6898712827e-01,2.8556649522e-02
3.9868400000e+00,1.6773758440e-01,2.8135897221e-02
3.9975000000e+00,1.6648639516e-01,2.7717719775e-02
4.0081600000e+00,1.6523357283e-01,2.7302133591e-02
4.0188200000e+00,1.6397912970e-01,2.6889154977e-02
4.0294800000e+00,1.6272307807e-01,2.6478800136e-02
4.0401400000e+00,1.6146543026e-01,2.6071085169e-02
4.0508000000e+00,1.6020619861e-01,2.5666026074e-02
4.0614600000e+00,1.5894539547e-01,2.5263638742e-02
4.0721200000e+00,1.5768303321e-01,2.4863938964e-02
4.0827800000e+00,1.5641912422e-01,2.4466942420e-02
4.0934400000e+00,1.5515368088e-01,2.4072664689e-02
4.1041000000e+00,1.5388671561e-01,2.3681121241e-02
4.1147600000e+00,1.5261824084e-01,2.3292327438e-02
4.1254200000e+00,1.5134826902e-01,2.2906298535e-02
4.1360800000e+00,1.5007681259e-01,2.2523049678e-02
4.1467400000e+00,1.4880388404e-01,2.2142595905e-02
4.1574000000e+00,1.4752949585e-01,2.1764952145e-02
4.1680600000e+00,1.4625366051e-01,2.1390133213e-02
4.1787200000e+00,1.4497639055e-01,2.1018153817e-02
4.1893800000e+00,1.4369769849e-01,2.0649028551e-02
4.2000400000e+00,1.4241759688e-01,2.0282771900e-02
4.2107000000e+00,1.4113609827e-01,1.9919398234e-02
4.2213600000e+00,1.3985321523e-01,1.9558921810e-02
4.2320200000e+00,1.3856896035e-01,1.9201356772e-02
4.2426800000e+00,1.3728334622e-01,1.8846717150e-02
4.2533400000e+00,1.3599638546e-01,1.8495016858e-02
4.2640000000e+00,1.3470809069e-01,1.8146269697e-02
4.2746600000e+00,1.3341847454e-01,1.7800489349e-02
4.2853200000e+00,1.3212754967e-01,1.7457689383e-02
